epoch,time(s),train_loss,test_loss,test_error(%)
001,00383,2.362342,1.38284,34.48
002,00375,1.828270,1.16761,29.66
003,00375,1.561355,1.17009,28.89
004,00375,1.437990,1.02136,26.86
005,00375,1.448526,1.02223,27.03
006,00375,1.203114,0.94159,25.29
007,00375,1.303244,0.92137,24.80
008,00375,1.330720,0.90624,24.75
009,00375,1.243370,0.90656,24.81
010,00375,1.305659,0.91265,25.04
